feature,importance,importance_rank
trend_last10_vs_season_triples,0.0,542
trend_last3_vs_last10_hit_by_pitch,0.0,543
days_rest,0.0,544
last10_home_runs_per_pa,0.0,545
last10_doubles_max,0.0,546
last5_home_runs_avg,0.0,547
last20_singles_median,0.0,548
last20_singles_max,0.0,549
last20_runs_std,0.0,550
last20_runs_min,0.0,551
last20_runs_median,0.0,552
last20_runs_max,0.0,553
trend_last3_vs_last10_triples,0.0,554
last10_hits_std,0.0,555
last20_walks_max,0.0,556
last10_hits_runs_rbis_median,0.0,557
last10_hits_runs_rbis_max,0.0,558
last10_runs_min,0.0,559
last10_at_bats_max,0.0,560
last3_at_bats_max,0.0,561
last3_at_bats_avg,0.0,562
last20_walks_min,0.0,563
last20_walks_median,0.0,564
last10_hits_runs_rbis_min,0.0,565
last20_hits_median,0.0,566
last20_hits_coefficient_variation,0.0,567
opponent_pitcher_last10_avg_home_runs_per_9,0.0,568
opponent_pitcher_last10_avg_hits_per_9,0.0,569
last3_rbi_avg,0.0,570
last3_total_bases_max,0.0,571
last3_total_bases_coefficient_variation,0.0,572
last5_doubles_avg,0.0,573
last3_strikeouts_min,0.0,574
last3_strikeouts_median,0.0,575
last3_strikeouts_avg,0.0,576
last3_stolen_bases_std,0.0,577
last3_stolen_bases_per_pa,0.0,578
last3_stolen_bases_min,0.0,579
last3_stolen_bases_median,0.0,580
last5_walks_min,0.0,581
last3_strikeouts_std,0.0,582
last10_doubles_median,0.0,583
opponent_pitcher_last5_avg_earned_runs,0.0,584
last3_stolen_bases_max,0.0,585
last3_stolen_bases_avg,0.0,586
last3_singles_std,0.0,587
opponent_pitcher_last3_avg_walks_per_9,0.0,588
opponent_pitcher_last3_avg_walk_rate_bf,0.0,589
opponent_pitcher_last3_avg_strikeouts_per_9,0.0,590
last20_hits_min,0.0,591
opponent_pitcher_last3_avg_strikeout_rate_bf,0.0,592
opponent_pitcher_last3_avg_k_minus_bb_rate,0.0,593
opponent_pitcher_last3_avg_batters_faced,0.0,594
opponent_pitcher_last10_avg_strikeouts_per_9,0.0,595
opponent_pitcher_last10_avg_strikeouts,0.0,596
opponent_pitcher_last5_avg_home_runs_per_9,0.0,597
last20_hit_by_pitch_median,0.0,598
last20_hit_by_pitch_max,0.0,599
opponent_pitcher_last3_avg_strikeouts,0.0,600
last5_total_bases_min,0.0,601
last5_total_bases_max,0.0,602
last5_strikeouts_min,0.0,603
last5_strikeouts_median,0.0,604
last5_strikeouts_max,0.0,605
last5_strikeouts_avg,0.0,606
last5_stolen_bases_std,0.0,607
last5_stolen_bases_min,0.0,608
last5_walks_max,0.0,609
last5_stolen_bases_max,0.0,610
opponent_pitcher_history_available,0.0,611
last5_walks_per_pa,0.0,612
last20_home_runs_per_pa,0.0,613
last20_home_runs_min,0.0,614
last5_singles_min,0.0,615
last3_singles_min,0.0,616
last3_singles_median,0.0,617
last5_stolen_bases_median,0.0,618
last5_walks_avg,0.0,619
last5_triples_std,0.0,620
last5_triples_per_ab,0.0,621
last5_triples_median,0.0,622
last5_triples_max,0.0,623
last5_triples_avg,0.0,624
last5_total_bases_std,0.0,625
last5_total_bases_per_pa,0.0,626
last5_singles_avg,0.0,627
opponent_pitcher_last10_avg_outs_recorded,0.0,628
last20_home_runs_max,0.0,629
last20_hits_runs_rbis_min,0.0,630
last20_hits_runs_rbis_median,0.0,631
